player_id,session,rows,columns,avg_speed,max_speed,avg_heart_rate,max_heart_rate,total_distance,acceleration_impulse,high_speed_distance
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-10-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,512290,17,1.7709547170917879,7.525006,,,7005.382801,486661.623703,265.794318
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-13-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,797770,17,1.6886516044897102,7.738895,,,8908.770639,525679.474518,213.170544
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-15-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,788190,17,1.3957691932611989,6.755561,134.6777092731481,200.0,6354.62493,447676.334095,31.249005
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-16-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,818990,17,1.619982329728674,6.816672,128.42431284974228,201.0,8401.37823,532238.589363,70.204625
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-17-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,890480,17,1.558942669392233,8.019451,115.53912649627952,167.0,7689.295719,541763.719813,281.37918
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-19-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,545840,17,1.2572843557247562,7.277784,136.12948939217827,185.0,3584.506652,291342.772188,57.594774
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-20-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,1011300,17,1.3324685414539938,6.591672,100.39779495482918,180.0,4889.695341,391286.202631,109.433479
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-22-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,626000,17,1.549783048838511,6.652783,137.51629692164423,194.0,6690.569144,464208.55718,27.324206
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-23-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,764390,17,1.4387559266914764,6.761117,,,7022.044533,526549.845865,127.693737
67961019-dbb5-464b-839e-08e5896c2c42,2020-06-24-TeamA-67961019-dbb5-464b-839e-08e5896c2c42.parquet,859300,17,1.570659681057436,7.450006,,,8401.186681,580278.298702,245.519488
