player_id,session,rows,columns,avg_speed,max_speed,avg_heart_rate,max_heart_rate,total_distance,acceleration_impulse,high_speed_distance,duration,injury,future_injury
247a8333-f7b0-b7d2-cda8-056c3d15eef7,2021-03-08,477230,17,1.0115644451416073,4.786115,,,2050.152926,215814.330509,,,False,
29c5271b-5c46-455e-91ea-da2abfa8ff3c,2021-03-08,604755,17,1.467927585196586,7.386117,,,5485.19667,434994.583673,,,False,
2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2021-03-08,624905,17,1.2424748063329427,6.333338,82.0,82.0,4857.742374,455042.008313,,,False,
4405bb1f-56f7-48ba-bfa8-e795e4006952,2021-03-08,726070,17,1.1998228637845658,6.388894,82.0,82.0,5850.235308,553146.0208,,,False,
48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2021-03-08,587420,17,0.9760788993966985,4.672226,82.0,82.0,3446.740224,381346.468228,,,False,
4b1e23d2-4204-4e16-9991-e0490649079b,2021-03-08,695160,17,1.3149261277667255,5.986116,82.0,82.0,6035.901413,560910.153755,,,False,
5eba590a-cecb-400f-a92e-08224c7e2e59,2021-03-08,629140,17,1.353849892039911,6.761117,,,5502.657304,483436.259157,12.883406,,False,
70b74270-f655-43cc-a188-1ebc7a828b95,2021-03-08,626815,17,1.4088885632356194,7.305561,82.0,82.0,6016.758811,514479.865748,,,False,
7ab47f4e-6eca-4793-880f-6a0dad3459c3,2021-03-08,605210,17,1.3805782429657556,6.950006,,,5705.230447,500331.742612,,,False,
7d41e602-eece-328b-ff7b-118e820865d6,2021-03-08,629350,17,1.399204225419258,7.127783,,,6229.720667,515761.861642,,,False,
8d723104-f773-83c1-3458-a748e9bb17bc,2021-03-08,610420,17,1.3402566790370312,7.261117,,,5276.580936,466216.693777,,,False,
9c845827-99f9-47f4-977d-2200a107a013,2021-03-08,598360,17,1.2153308870152209,7.29445,82.0,82.0,4884.63127,474943.084267,,,False,
ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2021-03-08,632760,17,1.4350391686571657,7.75834,82.0,82.0,6148.908177,501432.636047,2.077929,,False,
ab691983-3544-4a0e-8f70-db44d85cb907,2021-03-08,594790,17,1.2661096082043988,5.844449,82.0,82.0,4980.332863,465343.681319,,,False,
d9501f3a-aaa1-4311-8b8b-3a8d3f21480f,2021-03-08,614345,17,1.2936997836498763,7.080561,,,5042.967701,466037.17948,,,False,
e4321aef-964a-4fdd-88bd-0bd548b0e93b,2021-03-08,321995,17,1.0434686299390008,5.575004,,,2116.372216,225837.504655,,,False,
eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2021-03-08,632170,17,1.253816097617899,6.383338,82.0,82.0,5116.427429,471389.498393,,,False,
