player_id,session,rows,columns,avg_speed,max_speed,avg_heart_rate,max_heart_rate,total_distance,acceleration_impulse,high_speed_distance,duration,injury,future_injury
4b1e23d2-4204-4e16-9991-e0490649079b,2021-07-01,459020,17,1.2207171941999548,6.786117,,,3615.825303,331182.443717,,,False,
5eba590a-cecb-400f-a92e-08224c7e2e59,2021-07-01,429440,17,1.193492188172311,7.122228,82.0,82.0,3784.95644,375945.987579,,,False,
6d568bee-175f-4dcb-9d3a-0f3e8f35de07,2021-07-01,439345,17,1.2921659571051096,6.677783,,,3893.260043,367663.731675,9.267812,,False,
70b74270-f655-43cc-a188-1ebc7a828b95,2021-07-01,328430,17,1.7218108369884246,4.54167,82.0,82.0,2765.171144,193906.087928,,,False,
789547e7-1325-4153-a98d-5ecd497f3668,2021-07-01,414040,17,0.9265872585819698,5.713893,,,2669.918653,299516.425108,,,False,
7ab47f4e-6eca-4793-880f-6a0dad3459c3,2021-07-01,435140,17,1.3899888411259769,6.511116,69.55555555555556,82.0,3017.141335,259493.820688,,,False,
85776e9a-dd84-f39e-7154-5a137a1d5006,2021-07-01,431320,17,1.3164444332154785,6.377783,82.0,82.0,2808.888409,266984.323967,,,False,
9c845827-99f9-47f4-977d-2200a107a013,2021-07-01,443230,17,1.2093341221435039,6.200005,82.0,82.0,2358.434174,236513.355442,,,False,
ab691983-3544-4a0e-8f70-db44d85cb907,2021-07-01,386090,17,1.611951362044755,3.419447,,,2888.535677,210629.248823,,,False,
d3fbf47a-7e5b-1e7f-9ca5-499d004ae545,2021-07-01,394555,17,1.2688969345241055,6.713894,,,2818.921684,248786.344088,,,False,
d9501f3a-aaa1-4311-8b8b-3a8d3f21480f,2021-07-01,280570,17,1.485915932705513,3.586114,,,2515.801528,196461.807398,,,False,
