player_id,session,rows,columns,avg_speed,max_speed,avg_heart_rate,max_heart_rate,total_distance,acceleration_impulse,high_speed_distance,duration,injury,future_injury
29c5271b-5c46-455e-91ea-da2abfa8ff3c,2020-11-21,398329,17,1.3173432458186989,6.688894,,,3559.901859,294565.147123,,,False,
2f23d7d5-2326-49ce-b9c8-5a6303f785c5,2020-11-21,395320,17,1.056202258619402,5.713893,,,2430.86413,248871.040492,,,False,
38c1962e-9148-624f-eac1-c14f30e9c5cc,2020-11-21,468860,17,1.1657370454946219,5.522227,,,3664.020247,346166.86588,,,False,
4405bb1f-56f7-48ba-bfa8-e795e4006952,2020-11-21,420855,17,1.102062887070302,7.466673,,,2789.859807,273275.136457,,,False,
48bfd4ea-e9e2-45b5-befc-3383cae87fdf,2020-11-21,393040,17,0.9495006845905377,5.025004,82.0,82.0,2457.84959,252791.633381,,,False,
70b74270-f655-43cc-a188-1ebc7a828b95,2020-11-21,356390,17,1.3471472043457724,7.21945,,,3220.6636,269588.047092,,,False,
789547e7-1325-4153-a98d-5ecd497f3668,2020-11-21,373320,17,0.9405029200556481,5.263893,82.0,82.0,2273.051755,241748.5165,,,False,
8d723104-f773-83c1-3458-a748e9bb17bc,2020-11-21,458350,17,1.1289520265456663,5.811116,82.0,82.0,2671.794831,250533.605308,,,False,
9c845827-99f9-47f4-977d-2200a107a013,2020-11-21,578505,17,1.2067550540872494,6.163894,82.0,82.0,2852.044086,271777.759302,,,False,
a3f2c9bf-9c63-16b9-50f2-44556f25e2a2,2020-11-21,367350,17,1.1592142311627205,7.033339,,,3087.477652,288172.810346,,,False,
a7126274-c2d2-4f4e-9b67-35d376aefacc,2020-11-21,398615,17,1.1912639017155684,6.197227,,,3285.174539,308650.576362,,,False,
ab5ec6e5-b0f3-401e-8dc5-aa6c5070e255,2020-11-21,411465,17,1.2100705438978712,7.980562,,,3552.857476,326667.135543,8.311151,,False,
ab691983-3544-4a0e-8f70-db44d85cb907,2020-11-21,389770,17,1.0448556863157896,7.233339,82.0,82.0,2478.873182,265519.122694,,,False,
baf3897a-3e70-f16a-5548-5822de1b372a,2020-11-21,382360,17,1.1105498428196858,5.027782,82.0,82.0,2688.130737,263802.307574,,,False,
e005b860-51ef-1922-fe43-c49e149818d1,2020-11-21,397460,17,1.2036248585242617,6.069449,,,3090.062159,285493.084362,,,False,
e4321aef-964a-4fdd-88bd-0bd548b0e93b,2020-11-21,415165,17,1.1810338719830804,7.447228,,,3185.284317,293847.324164,,,False,
eb2083e6-ce16-4dba-0ff1-8e0242af9fc3,2020-11-21,397215,17,1.1338956325051288,6.475005,82.0,82.0,2673.46698,270136.717821,,,False,
